name,time,index,rank,value,lastValue,age
Harry Potter and the Sorcerer's Stone (2001),2009-12-01,62,12,129358496.831499,129358496.831499,0
The Dark Knight (2008),2010-06-01,63,1,190446274.711606,190446274.711606,0.7
Spider-Man 3 (2007),2010-06-01,63,2,185326540.569443,185326540.569443,0.4
Pirates of the Caribbean: Dead Man's Chest (2006),2010-06-01,63,3,169725507.77938,169725507.77938,0.3
The Twilight Saga: New Moon (2009),2010-06-01,63,4,167024532.154923,167024532.154923,0.9
Spider-Man (2002),2010-06-01,63,5,162513376.353942,162513376.353942,0
Iron Man 2 (2010),2010-06-01,63,6,149918149.010999,0,1
Shrek the Third (2007),2010-06-01,63,7,149163919.588291,149163919.588291,0.4
Shrek 2 (2004),2010-06-01,63,8,145355270.608491,145355270.608491,0
Star Wars: Episode III - Revenge of the Sith (2005),2010-06-01,63,9,142275436.853216,142275436.853216,0
Pirates of the Caribbean: At World's End (2007),2010-06-01,63,10,140706239.021396,140706239.021396,0.4
Alice in Wonderland  (2010),2010-06-01,63,11,135851651.220328,0,1
Harry Potter and the Goblet of Fire (2005),2010-06-01,63,12,131738675.498375,131738675.498375,0.1
The Dark Knight (2008),2010-12-01,64,1,190446274.711606,190446274.711606,0.6
Spider-Man 3 (2007),2010-12-01,64,2,185326540.569443,185326540.569443,0.3
Pirates of the Caribbean: Dead Man's Chest (2006),2010-12-01,64,3,169725507.77938,169725507.77938,0.2
The Twilight Saga: New Moon (2009),2010-12-01,64,4,167024532.154923,167024532.154923,0.8
Spider-Man (2002),2010-12-01,64,5,162513376.353942,162513376.353942,0
Iron Man 2 (2010),2010-12-01,64,6,149918149.010999,149918149.010999,0.9
Shrek the Third (2007),2010-12-01,64,7,149163919.588291,149163919.588291,0.3
Shrek 2 (2004),2010-12-01,64,8,145355270.608491,145355270.608491,0
Harry Potter and the Deathly Hallows Part 1 (2010),2010-12-01,64,9,144113152.958453,0,1
Star Wars: Episode III - Revenge of the Sith (2005),2010-12-01,64,10,142275436.853216,142275436.853216,0
Pirates of the Caribbean: At World's End (2007),2010-12-01,64,11,140706239.021396,140706239.021396,0.3
Alice in Wonderland  (2010),2010-12-01,64,12,135851651.220328,135851651.220328,0.9
The Dark Knight (2008),2011-06-01,65,1,190446274.711606,190446274.711606,0.5
Spider-Man 3 (2007),2011-06-01,65,2,185326540.569443,185326540.569443,0.2
Pirates of the Caribbean: Dead Man's Chest (2006),2011-06-01,65,3,169725507.77938,169725507.77938,0.1
The Twilight Saga: New Moon (2009),2011-06-01,65,4,167024532.154923,167024532.154923,0.7
Spider-Man (2002),2011-06-01,65,5,162513376.353942,162513376.353942,0
Iron Man 2 (2010),2011-06-01,65,6,149918149.010999,149918149.010999,0.8
Shrek the Third (2007),2011-06-01,65,7,149163919.588291,149163919.588291,0.2
Shrek 2 (2004),2011-06-01,65,8,145355270.608491,145355270.608491,0
Harry Potter and the Deathly Hallows Part 1 (2010),2011-06-01,65,9,144113152.958453,144113152.958453,0.9
Star Wars: Episode III - Revenge of the Sith (2005),2011-06-01,65,10,142275436.853216,142275436.853216,0
Pirates of the Caribbean: At World's End (2007),2011-06-01,65,11,140706239.021396,140706239.021396,0.2
Alice in Wonderland  (2010),2011-06-01,65,12,135851651.220328,135851651.220328,0.8
The Dark Knight (2008),2011-12-01,66,1,190446274.711606,190446274.711606,0.4
Harry Potter and the Deathly Hallows Part 2 (2011),2011-12-01,66,2,189237684.975535,0,1
Spider-Man 3 (2007),2011-12-01,66,3,185326540.569443,185326540.569443,0.1
Pirates of the Caribbean: Dead Man's Chest (2006),2011-12-01,66,4,169725507.77938,169725507.77938,0
The Twilight Saga: New Moon (2009),2011-12-01,66,5,167024532.154923,167024532.154923,0.6
Spider-Man (2002),2011-12-01,66,6,162513376.353942,162513376.353942,0
The Twilight Saga: Breaking Dawn Part 1 (2011),2011-12-01,66,7,154489186.343935,0,1
Iron Man 2 (2010),2011-12-01,66,8,149918149.010999,149918149.010999,0.7
Shrek the Third (2007),2011-12-01,66,9,149163919.588291,149163919.588291,0.1
Shrek 2 (2004),2011-12-01,66,10,145355270.608491,145355270.608491,0
Harry Potter and the Deathly Hallows Part 1 (2010),2011-12-01,66,11,144113152.958453,144113152.958453,0.8
Star Wars: Episode III - Revenge of the Sith (2005),2011-12-01,66,12,142275436.853216,142275436.853216,0
Marvel's The Avengers (2012),2012-06-01,67,1,230698450.756962,0,1
The Dark Knight (2008),2012-06-01,67,2,190446274.711606,190446274.711606,0.3
Harry Potter and the Deathly Hallows Part 2 (2011),2012-06-01,67,3,189237684.975535,189237684.975535,0.9
Spider-Man 3 (2007),2012-06-01,67,4,185326540.569443,185326540.569443,0
Pirates of the Caribbean: Dead Man's Chest (2006),2012-06-01,67,5,169725507.77938,169725507.77938,0
The Hunger Games (2012),2012-06-01,67,6,169639315.907983,0,1
The Twilight Saga: New Moon (2009),2012-06-01,67,7,167024532.154923,167024532.154923,0.5
Spider-Man (2002),2012-06-01,67,8,162513376.353942,162513376.353942,0
The Twilight Saga: Breaking Dawn Part 1 (2011),2012-06-01,67,9,154489186.343935,154489186.343935,0.9
Iron Man 2 (2010),2012-06-01,67,10,149918149.010999,149918149.010999,0.6
Shrek the Third (2007),2012-06-01,67,11,149163919.588291,149163919.588291,0
Shrek 2 (2004),2012-06-01,67,12,145355270.608491,145355270.608491,0
Marvel's The Avengers (2012),2012-12-01,68,1,230698450.756962,230698450.756962,0.9
The Dark Knight (2008),2012-12-01,68,2,190446274.711606,190446274.711606,0.2
Harry Potter and the Deathly Hallows Part 2 (2011),2012-12-01,68,3,189237684.975535,189237684.975535,0.8
Spider-Man 3 (2007),2012-12-01,68,4,185326540.569443,185326540.569443,0
The Dark Knight Rises (2012),2012-12-01,68,5,176840270.778433,0,1
Pirates of the Caribbean: Dead Man's Chest (2006),2012-12-01,68,6,169725507.77938,169725507.77938,0
The Hunger Games (2012),2012-12-01,68,7,169639315.907983,169639315.907983,0.9
The Twilight Saga: New Moon (2009),2012-12-01,68,8,167024532.154923,167024532.154923,0.4
Spider-Man (2002),2012-12-01,68,9,162513376.353942,162513376.353942,0
The Twilight Saga: Breaking Dawn Part 2 (2012),2012-12-01,68,10,155055367.141531,0,1
The Twilight Saga: Breaking Dawn Part 1 (2011),2012-12-01,68,11,154489186.343935,154489186.343935,0.8
Iron Man 2 (2010),2012-12-01,68,12,149918149.010999,149918149.010999,0.5
Marvel's The Avengers (2012),2013-06-01,69,1,230698450.756962,230698450.756962,0.8
The Dark Knight (2008),2013-06-01,69,2,190446274.711606,190446274.711606,0.1
Iron Man 3 (2013),2013-06-01,69,3,190404172.981049,0,1
Harry Potter and the Deathly Hallows Part 2 (2011),2013-06-01,69,4,189237684.975535,189237684.975535,0.7
Spider-Man 3 (2007),2013-06-01,69,5,185326540.569443,185326540.569443,0
The Dark Knight Rises (2012),2013-06-01,69,6,176840270.778433,176840270.778433,0.9
Pirates of the Caribbean: Dead Man's Chest (2006),2013-06-01,69,7,169725507.77938,169725507.77938,0
The Hunger Games (2012),2013-06-01,69,8,169639315.907983,169639315.907983,0.8
The Twilight Saga: New Moon (2009),2013-06-01,69,9,167024532.154923,167024532.154923,0.3
Spider-Man (2002),2013-06-01,69,10,162513376.353942,162513376.353942,0
The Twilight Saga: Breaking Dawn Part 2 (2012),2013-06-01,69,11,155055367.141531,155055367.141531,0.9
The Twilight Saga: Breaking Dawn Part 1 (2011),2013-06-01,69,12,154489186.343935,154489186.343935,0.7
Marvel's The Avengers (2012),2013-12-01,70,1,230698450.756962,230698450.756962,0.7
The Dark Knight (2008),2013-12-01,70,2,190446274.711606,190446274.711606,0
Iron Man 3 (2013),2013-12-01,70,3,190404172.981049,190404172.981049,0.9
Harry Potter and the Deathly Hallows Part 2 (2011),2013-12-01,70,4,189237684.975535,189237684.975535,0.6
Spider-Man 3 (2007),2013-12-01,70,5,185326540.569443,185326540.569443,0
The Dark Knight Rises (2012),2013-12-01,70,6,176840270.778433,176840270.778433,0.8
The Hunger Games: Catching Fire (2013),2013-12-01,70,7,171158975.789467,0,1
Pirates of the Caribbean: Dead Man's Chest (2006),2013-12-01,70,8,169725507.77938,169725507.77938,0
The Hunger Games (2012),2013-12-01,70,9,169639315.907983,169639315.907983,0.7
The Twilight Saga: New Moon (2009),2013-12-01,70,10,167024532.154923,167024532.154923,0.2
Spider-Man (2002),2013-12-01,70,11,162513376.353942,162513376.353942,0
The Twilight Saga: Breaking Dawn Part 2 (2012),2013-12-01,70,12,155055367.141531,155055367.141531,0.8
Marvel's The Avengers (2012),2014-06-01,71,1,230698450.756962,230698450.756962,0.6
The Dark Knight (2008),2014-06-01,71,2,190446274.711606,190446274.711606,0
Iron Man 3 (2013),2014-06-01,71,3,190404172.981049,190404172.981049,0.8
Harry Potter and the Deathly Hallows Part 2 (2011),2014-06-01,71,4,189237684.975535,189237684.975535,0.5
Spider-Man 3 (2007),2014-06-01,71,5,185326540.569443,185326540.569443,0
The Dark Knight Rises (2012),2014-06-01,71,6,176840270.778433,176840270.778433,0.7
The Hunger Games: Catching Fire (2013),2014-06-01,71,7,171158975.789467,171158975.789467,0.9
Pirates of the Caribbean: Dead Man's Chest (2006),2014-06-01,71,8,169725507.77938,169725507.77938,0
The Hunger Games (2012),2014-06-01,71,9,169639315.907983,169639315.907983,0.6
The Twilight Saga: New Moon (2009),2014-06-01,71,10,167024532.154923,167024532.154923,0.1
Spider-Man (2002),2014-06-01,71,11,162513376.353942,162513376.353942,0
The Twilight Saga: Breaking Dawn Part 2 (2012),2014-06-01,71,12,155055367.141531,155055367.141531,0.7
Marvel's The Avengers (2012),2014-12-01,72,1,230698450.756962,230698450.756962,0.5
The Dark Knight (2008),2014-12-01,72,2,190446274.711606,190446274.711606,0
Iron Man 3 (2013),2014-12-01,72,3,190404172.981049,190404172.981049,0.7
Harry Potter and the Deathly Hallows Part 2 (2011),2014-12-01,72,4,189237684.975535,189237684.975535,0.4
Spider-Man 3 (2007),2014-12-01,72,5,185326540.569443,185326540.569443,0
The Dark Knight Rises (2012),2014-12-01,72,6,176840270.778433,176840270.778433,0.6
The Hunger Games: Catching Fire (2013),2014-12-01,72,7,171158975.789467,171158975.789467,0.8
Pirates of the Caribbean: Dead Man's Chest (2006),2014-12-01,72,8,169725507.77938,169725507.77938,0
The Hunger Games (2012),2014-12-01,72,9,169639315.907983,169639315.907983,0.5
The Twilight Saga: New Moon (2009),2014-12-01,72,10,167024532.154923,167024532.154923,0
Spider-Man (2002),2014-12-01,72,11,162513376.353942,162513376.353942,0
The Twilight Saga: Breaking Dawn Part 2 (2012),2014-12-01,72,12,155055367.141531,155055367.141531,0.6
Marvel's The Avengers (2012),2015-06-01,73,1,230698450.756962,230698450.756962,0.4
Jurassic World (2015),2015-06-01,73,2,223269954.679154,0,1
Avengers: Age of Ultron (2015),2015-06-01,73,3,204520160.423638,0,1
The Dark Knight (2008),2015-06-01,73,4,190446274.711606,190446274.711606,0
Iron Man 3 (2013),2015-06-01,73,5,190404172.981049,190404172.981049,0.6
Harry Potter and the Deathly Hallows Part 2 (2011),2015-06-01,73,6,189237684.975535,189237684.975535,0.3
Spider-Man 3 (2007),2015-06-01,73,7,185326540.569443,185326540.569443,0
The Dark Knight Rises (2012),2015-06-01,73,8,176840270.778433,176840270.778433,0.5
The Hunger Games: Catching Fire (2013),2015-06-01,73,9,171158975.789467,171158975.789467,0.7
Pirates of the Caribbean: Dead Man's Chest (2006),2015-06-01,73,10,169725507.77938,169725507.77938,0
The Hunger Games (2012),2015-06-01,73,11,169639315.907983,169639315.907983,0.4
The Twilight Saga: New Moon (2009),2015-06-01,73,12,167024532.154923,167024532.154923,0
Star Wars: The Force Awakens (2015),2015-12-01,74,1,264994657.732206,0,1
Marvel's The Avengers (2012),2015-12-01,74,2,230698450.756962,230698450.756962,0.3
Jurassic World (2015),2015-12-01,74,3,223269954.679154,223269954.679154,0.9
Avengers: Age of Ultron (2015),2015-12-01,74,4,204520160.423638,204520160.423638,0.9
The Dark Knight (2008),2015-12-01,74,5,190446274.711606,190446274.711606,0
Iron Man 3 (2013),2015-12-01,74,6,190404172.981049,190404172.981049,0.5
Harry Potter and the Deathly Hallows Part 2 (2011),2015-12-01,74,7,189237684.975535,189237684.975535,0.2
Spider-Man 3 (2007),2015-12-01,74,8,185326540.569443,185326540.569443,0
The Dark Knight Rises (2012),2015-12-01,74,9,176840270.778433,176840270.778433,0.4
The Hunger Games: Catching Fire (2013),2015-12-01,74,10,171158975.789467,171158975.789467,0.6
Pirates of the Caribbean: Dead Man's Chest (2006),2015-12-01,74,11,169725507.77938,169725507.77938,0
The Hunger Games (2012),2015-12-01,74,12,169639315.907983,169639315.907983,0.3
Star Wars: The Force Awakens (2015),2016-06-01,75,1,264994657.732206,264994657.732206,0.9
Marvel's The Avengers (2012),2016-06-01,75,2,230698450.756962,230698450.756962,0.2
Jurassic World (2015),2016-06-01,75,3,223269954.679154,223269954.679154,0.8
Avengers: Age of Ultron (2015),2016-06-01,75,4,204520160.423638,204520160.423638,0.8
The Dark Knight (2008),2016-06-01,75,5,190446274.711606,190446274.711606,0
Iron Man 3 (2013),2016-06-01,75,6,190404172.981049,190404172.981049,0.4
Captain America: Civil War (2016),2016-06-01,75,7,189567487.044498,0,1
Harry Potter and the Deathly Hallows Part 2 (2011),2016-06-01,75,8,189237684.975535,189237684.975535,0.1
Spider-Man 3 (2007),2016-06-01,75,9,185326540.569443,185326540.569443,0
The Dark Knight Rises (2012),2016-06-01,75,10,176840270.778433,176840270.778433,0.3
Batman v Superman: Dawn of Justice (2016),2016-06-01,75,11,175671242.199619,0,1
The Hunger Games: Catching Fire (2013),2016-06-01,75,12,171158975.789467,171158975.789467,0.5
Star Wars: The Force Awakens (2015),2016-12-01,76,1,264994657.732206,264994657.732206,0.8
Marvel's The Avengers (2012),2016-12-01,76,2,230698450.756962,230698450.756962,0.1
Jurassic World (2015),2016-12-01,76,3,223269954.679154,223269954.679154,0.7
Avengers: Age of Ultron (2015),2016-12-01,76,4,204520160.423638,204520160.423638,0.7
The Dark Knight (2008),2016-12-01,76,5,190446274.711606,190446274.711606,0
Iron Man 3 (2013),2016-12-01,76,6,190404172.981049,190404172.981049,0.3
Captain America: Civil War (2016),2016-12-01,76,7,189567487.044498,189567487.044498,0.9
Harry Potter and the Deathly Hallows Part 2 (2011),2016-12-01,76,8,189237684.975535,189237684.975535,0
Spider-Man 3 (2007),2016-12-01,76,9,185326540.569443,185326540.569443,0
The Dark Knight Rises (2012),2016-12-01,76,10,176840270.778433,176840270.778433,0.2
Batman v Superman: Dawn of Justice (2016),2016-12-01,76,11,175671242.199619,175671242.199619,0.9
The Hunger Games: Catching Fire (2013),2016-12-01,76,12,171158975.789467,171158975.789467,0.4
Star Wars: The Force Awakens (2015),2017-06-01,77,1,264994657.732206,264994657.732206,0.7
Marvel's The Avengers (2012),2017-06-01,77,2,230698450.756962,230698450.756962,0
Jurassic World (2015),2017-06-01,77,3,223269954.679154,223269954.679154,0.6
Avengers: Age of Ultron (2015),2017-06-01,77,4,204520160.423638,204520160.423638,0.6
The Dark Knight (2008),2017-06-01,77,5,190446274.711606,190446274.711606,0
Iron Man 3 (2013),2017-06-01,77,6,190404172.981049,190404172.981049,0.2
Captain America: Civil War (2016),2017-06-01,77,7,189567487.044498,189567487.044498,0.8
Harry Potter and the Deathly Hallows Part 2 (2011),2017-06-01,77,8,189237684.975535,189237684.975535,0
Spider-Man 3 (2007),2017-06-01,77,9,185326540.569443,185326540.569443,0
Beauty and the Beast  (2017),2017-06-01,77,10,181882856.046588,0,1
The Dark Knight Rises (2012),2017-06-01,77,11,176840270.778433,176840270.778433,0.1
Batman v Superman: Dawn of Justice (2016),2017-06-01,77,12,175671242.199619,175671242.199619,0.8
Star Wars: The Force Awakens (2015),2017-12-01,78,1,264994657.732206,264994657.732206,0.6
Marvel's The Avengers (2012),2017-12-01,78,2,230698450.756962,230698450.756962,0
Star Wars: The Last Jedi (2017),2017-12-01,78,3,225553732.152884,0,1
Jurassic World (2015),2017-12-01,78,4,223269954.679154,223269954.679154,0.5
Avengers: Age of Ultron (2015),2017-12-01,78,5,204520160.423638,204520160.423638,0.5
The Dark Knight (2008),2017-12-01,78,6,190446274.711606,190446274.711606,0
Iron Man 3 (2013),2017-12-01,78,7,190404172.981049,190404172.981049,0.1
Captain America: Civil War (2016),2017-12-01,78,8,189567487.044498,189567487.044498,0.7
Harry Potter and the Deathly Hallows Part 2 (2011),2017-12-01,78,9,189237684.975535,189237684.975535,0
Spider-Man 3 (2007),2017-12-01,78,10,185326540.569443,185326540.569443,0
Beauty and the Beast  (2017),2017-12-01,78,11,181882856.046588,181882856.046588,0.9
The Dark Knight Rises (2012),2017-12-01,78,12,176840270.778433,176840270.778433,0
Star Wars: The Force Awakens (2015),2018-06-01,79,1,264994657.732206,264994657.732206,0.5
Avengers: Infinity War (2018),2018-06-01,79,2,260790963.442162,0,1
Marvel's The Avengers (2012),2018-06-01,79,3,230698450.756962,230698450.756962,0
Star Wars: The Last Jedi (2017),2018-06-01,79,4,225553732.152884,225553732.152884,0.9
Jurassic World (2015),2018-06-01,79,5,223269954.679154,223269954.679154,0.4
Avengers: Age of Ultron (2015),2018-06-01,79,6,204520160.423638,204520160.423638,0.4
Black Panther (2018),2018-06-01,79,7,204428313.72394,0,1
The Dark Knight (2008),2018-06-01,79,8,190446274.711606,190446274.711606,0
Iron Man 3 (2013),2018-06-01,79,9,190404172.981049,190404172.981049,0
Captain America: Civil War (2016),2018-06-01,79,10,189567487.044498,189567487.044498,0.6
Harry Potter and the Deathly Hallows Part 2 (2011),2018-06-01,79,11,189237684.975535,189237684.975535,0
Spider-Man 3 (2007),2018-06-01,79,12,185326540.569443,185326540.569443,0
Star Wars: The Force Awakens (2015),2018-12-01,80,1,264994657.732206,264994657.732206,0.4
Avengers: Infinity War (2018),2018-12-01,80,2,260790963.442162,260790963.442162,0.9
Marvel's The Avengers (2012),2018-12-01,80,3,230698450.756962,230698450.756962,0
Star Wars: The Last Jedi (2017),2018-12-01,80,4,225553732.152884,225553732.152884,0.8
Jurassic World (2015),2018-12-01,80,5,223269954.679154,223269954.679154,0.3
Avengers: Age of Ultron (2015),2018-12-01,80,6,204520160.423638,204520160.423638,0.3
Black Panther (2018),2018-12-01,80,7,204428313.72394,204428313.72394,0.9
The Dark Knight (2008),2018-12-01,80,8,190446274.711606,190446274.711606,0
Iron Man 3 (2013),2018-12-01,80,9,190404172.981049,190404172.981049,0
Captain America: Civil War (2016),2018-12-01,80,10,189567487.044498,189567487.044498,0.5
Harry Potter and the Deathly Hallows Part 2 (2011),2018-12-01,80,11,189237684.975535,189237684.975535,0
Spider-Man 3 (2007),2018-12-01,80,12,185326540.569443,185326540.569443,0
Avengers: Endgame (2019),2019-06-01,81,1,3.5e+08,0,1
Star Wars: The Force Awakens (2015),2019-06-01,81,2,264994657.732206,264994657.732206,0.3
Avengers: Infinity War (2018),2019-06-01,81,3,260790963.442162,260790963.442162,0.8
Marvel's The Avengers (2012),2019-06-01,81,4,230698450.756962,230698450.756962,0
Star Wars: The Last Jedi (2017),2019-06-01,81,5,225553732.152884,225553732.152884,0.7
Jurassic World (2015),2019-06-01,81,6,223269954.679154,223269954.679154,0.2
Avengers: Age of Ultron (2015),2019-06-01,81,7,204520160.423638,204520160.423638,0.2
Black Panther (2018),2019-06-01,81,8,204428313.72394,204428313.72394,0.8
The Dark Knight (2008),2019-06-01,81,9,190446274.711606,190446274.711606,0
Iron Man 3 (2013),2019-06-01,81,10,190404172.981049,190404172.981049,0
Captain America: Civil War (2016),2019-06-01,81,11,189567487.044498,189567487.044498,0.4
Harry Potter and the Deathly Hallows Part 2 (2011),2019-06-01,81,12,189237684.975535,189237684.975535,0
Avengers: Endgame (2019),2019-12-01,82,1,3.5e+08,3.5e+08,0.9
Star Wars: The Force Awakens (2015),2019-12-01,82,2,264994657.732206,264994657.732206,0.2
Avengers: Infinity War (2018),2019-12-01,82,3,260790963.442162,260790963.442162,0.7
Marvel's The Avengers (2012),2019-12-01,82,4,230698450.756962,230698450.756962,0
Star Wars: The Last Jedi (2017),2019-12-01,82,5,225553732.152884,225553732.152884,0.6
Jurassic World (2015),2019-12-01,82,6,223269954.679154,223269954.679154,0.1
Avengers: Age of Ultron (2015),2019-12-01,82,7,204520160.423638,204520160.423638,0.1
Black Panther (2018),2019-12-01,82,8,204428313.72394,204428313.72394,0.7
The Dark Knight (2008),2019-12-01,82,9,190446274.711606,190446274.711606,0
Iron Man 3 (2013),2019-12-01,82,10,190404172.981049,190404172.981049,0
Captain America: Civil War (2016),2019-12-01,82,11,189567487.044498,189567487.044498,0.3
Harry Potter and the Deathly Hallows Part 2 (2011),2019-12-01,82,12,189237684.975535,189237684.975535,0