name,date,index,rank,value,lastValue,age,
Jaws 2 (1978),197906,1,1,38575846.3600615,0,1,
Every Which Way But Loose (1978),197906,1,2,38448939.2564359,0,1,
Grease (1978),197906,1,3,34961838.3402462,0,1,
King Kong  (1976),197906,1,4,30567045.7929452,0,1,
The Deep (1977),197906,1,5,28714691.2383471,0,1,
Exorcist II: The Heretic (1977),197906,1,6,28292343.4710744,0,1,
Jaws (1975),197906,1,7,28111694.2446043,0,1,
Star Wars (1977),197906,1,8,27768426.689374,0,1,
Moonraker (1979),197906,1,9,25021764.694072,0,1,
Superman (1978),197906,1,10,24463275.8767599,0,1,
Rocky II (1979),197906,1,11,22495044.2863712,0,1,
Alien (1979),197906,1,12,18701860.7459834,0,1,
Star Trek: The Motion Picture (1979),197912,2,1,39415813.32,0,1,
Jaws 2 (1978),197912,2,2,38575846.3600615,38575846.3600615,0.9,
Every Which Way But Loose (1978),197912,2,3,38448939.2564359,38448939.2564359,0.9,
Grease (1978),197912,2,4,34961838.3402462,34961838.3402462,0.9,
King Kong  (1976),197912,2,5,30567045.7929452,30567045.7929452,0.9,
The Deep (1977),197912,2,6,28714691.2383471,28714691.2383471,0.9,
Exorcist II: The Heretic (1977),197912,2,7,28292343.4710744,28292343.4710744,0.9,
Jaws (1975),197912,2,8,28111694.2446043,28111694.2446043,0.9,
Star Wars (1977),197912,2,9,27768426.689374,27768426.689374,0.9,
The Amityville Horror (1979),197912,2,10,25921995.4631469,0,1,
Moonraker (1979),197912,2,11,25021764.694072,25021764.694072,0.9,
Superman (1978),197912,2,12,24463275.8767599,24463275.8767599,0.9,
Star Trek: The Motion Picture (1979),198006,3,1,39415813.32,39415813.32,0.9,
Jaws 2 (1978),198006,3,2,38575846.3600615,38575846.3600615,0.8,
Every Which Way But Loose (1978),198006,3,3,38448939.2564359,38448939.2564359,0.8,
Grease (1978),198006,3,4,34961838.3402462,34961838.3402462,0.8,
The Empire Strikes Back (1980),198006,3,5,33394452.6477091,0,1,
King Kong  (1976),198006,3,6,30567045.7929452,30567045.7929452,0.8,
The Deep (1977),198006,3,7,28714691.2383471,28714691.2383471,0.8,
Exorcist II: The Heretic (1977),198006,3,8,28292343.4710744,28292343.4710744,0.8,
Jaws (1975),198006,3,9,28111694.2446043,28111694.2446043,0.8,
Star Wars (1977),198006,3,10,27768426.689374,27768426.689374,0.8,
The Amityville Horror (1979),198006,3,11,25921995.4631469,25921995.4631469,0.9,
Moonraker (1979),198006,3,12,25021764.694072,25021764.694072,0.8,
Star Trek: The Motion Picture (1979),198012,4,1,39415813.32,39415813.32,0.8,
Jaws 2 (1978),198012,4,2,38575846.3600615,38575846.3600615,0.7,
Every Which Way But Loose (1978),198012,4,3,38448939.2564359,38448939.2564359,0.7,
Grease (1978),198012,4,4,34961838.3402462,34961838.3402462,0.7,
The Empire Strikes Back (1980),198012,4,5,33394452.6477091,33394452.6477091,0.9,
Smokey and the Bandit II (1980),198012,4,6,32015102.98125,0,1,
King Kong  (1976),198012,4,7,30567045.7929452,30567045.7929452,0.7,
The Deep (1977),198012,4,8,28714691.2383471,28714691.2383471,0.7,
Exorcist II: The Heretic (1977),198012,4,9,28292343.4710744,28292343.4710744,0.7,
Jaws (1975),198012,4,10,28111694.2446043,28111694.2446043,0.7,
Star Wars (1977),198012,4,11,27768426.689374,27768426.689374,0.7,
The Amityville Horror (1979),198012,4,12,25921995.4631469,25921995.4631469,0.8,
Superman II (1981),198106,5,1,39598007.9492155,0,1,
Star Trek: The Motion Picture (1979),198106,5,2,39415813.32,39415813.32,0.7,
Jaws 2 (1978),198106,5,3,38575846.3600615,38575846.3600615,0.6,
Every Which Way But Loose (1978),198106,5,4,38448939.2564359,38448939.2564359,0.6,
Grease (1978),198106,5,5,34961838.3402462,34961838.3402462,0.6,
The Empire Strikes Back (1980),198106,5,6,33394452.6477091,33394452.6477091,0.8,
The Cannonball Run (1981),198106,5,7,33041076.6054365,0,1,
Smokey and the Bandit II (1980),198106,5,8,32015102.98125,32015102.98125,0.9,
King Kong  (1976),198106,5,9,30567045.7929452,30567045.7929452,0.6,
The Deep (1977),198106,5,10,28714691.2383471,28714691.2383471,0.6,
Exorcist II: The Heretic (1977),198106,5,11,28292343.4710744,28292343.4710744,0.6,
Jaws (1975),198106,5,12,28111694.2446043,28111694.2446043,0.6,
Superman II (1981),198112,6,1,39598007.9492155,39598007.9492155,0.9,
Star Trek: The Motion Picture (1979),198112,6,2,39415813.32,39415813.32,0.6,
Jaws 2 (1978),198112,6,3,38575846.3600615,38575846.3600615,0.5,
Every Which Way But Loose (1978),198112,6,4,38448939.2564359,38448939.2564359,0.5,
Grease (1978),198112,6,5,34961838.3402462,34961838.3402462,0.5,
The Empire Strikes Back (1980),198112,6,6,33394452.6477091,33394452.6477091,0.7,
The Cannonball Run (1981),198112,6,7,33041076.6054365,33041076.6054365,0.9,
Smokey and the Bandit II (1980),198112,6,8,32015102.98125,32015102.98125,0.8,
King Kong  (1976),198112,6,9,30567045.7929452,30567045.7929452,0.5,
The Deep (1977),198112,6,10,28714691.2383471,28714691.2383471,0.5,
Exorcist II: The Heretic (1977),198112,6,11,28292343.4710744,28292343.4710744,0.5,
Jaws (1975),198112,6,12,28111694.2446043,28111694.2446043,0.5,
Superman II (1981),198206,7,1,39598007.9492155,39598007.9492155,0.8,
Star Trek: The Motion Picture (1979),198206,7,2,39415813.32,39415813.32,0.5,
Jaws 2 (1978),198206,7,3,38575846.3600615,38575846.3600615,0.4,
Every Which Way But Loose (1978),198206,7,4,38448939.2564359,38448939.2564359,0.4,
Star Trek II: The Wrath of Khan (1982),198206,7,5,37590902.2959588,0,1,
Grease (1978),198206,7,6,34961838.3402462,34961838.3402462,0.4,
The Empire Strikes Back (1980),198206,7,7,33394452.6477091,33394452.6477091,0.6,
The Cannonball Run (1981),198206,7,8,33041076.6054365,33041076.6054365,0.8,
Rocky III (1982),198206,7,9,32571518.5971959,0,1,
Smokey and the Bandit II (1980),198206,7,10,32015102.98125,32015102.98125,0.7,
E.T.: The Extra-Terrestrial (1982),198206,7,11,31009695.2945567,0,1,
King Kong  (1976),198206,7,12,30567045.7929452,30567045.7929452,0.4,
Superman II (1981),198212,8,1,39598007.9492155,39598007.9492155,0.7,
Star Trek: The Motion Picture (1979),198212,8,2,39415813.32,39415813.32,0.4,
Jaws 2 (1978),198212,8,3,38575846.3600615,38575846.3600615,0.3,
Every Which Way But Loose (1978),198212,8,4,38448939.2564359,38448939.2564359,0.3,
Star Trek II: The Wrath of Khan (1982),198212,8,5,37590902.2959588,37590902.2959588,0.9,
Grease (1978),198212,8,6,34961838.3402462,34961838.3402462,0.3,
The Empire Strikes Back (1980),198212,8,7,33394452.6477091,33394452.6477091,0.5,
The Cannonball Run (1981),198212,8,8,33041076.6054365,33041076.6054365,0.7,
Rocky III (1982),198212,8,9,32571518.5971959,32571518.5971959,0.9,
Smokey and the Bandit II (1980),198212,8,10,32015102.98125,32015102.98125,0.6,
E.T.: The Extra-Terrestrial (1982),198212,8,11,31009695.2945567,31009695.2945567,0.9,
The Best Little Whorehouse in Texas (1982),198212,8,12,30888653.6710747,0,1,
Return of the Jedi (1983),198306,9,1,58857041.0006439,0,1,
Superman II (1981),198306,9,2,39598007.9492155,39598007.9492155,0.6,
Star Trek: The Motion Picture (1979),198306,9,3,39415813.32,39415813.32,0.3,
Jaws 2 (1978),198306,9,4,38575846.3600615,38575846.3600615,0.2,
Every Which Way But Loose (1978),198306,9,5,38448939.2564359,38448939.2564359,0.2,
Star Trek II: The Wrath of Khan (1982),198306,9,6,37590902.2959588,37590902.2959588,0.8,
Grease (1978),198306,9,7,34961838.3402462,34961838.3402462,0.2,
Superman III (1983),198306,9,8,34139585.7830583,0,1,
The Empire Strikes Back (1980),198306,9,9,33394452.6477091,33394452.6477091,0.4,
The Cannonball Run (1981),198306,9,10,33041076.6054365,33041076.6054365,0.6,
Rocky III (1982),198306,9,11,32571518.5971959,32571518.5971959,0.8,
Smokey and the Bandit II (1980),198306,9,12,32015102.98125,32015102.98125,0.5,
Return of the Jedi (1983),198312,10,1,58857041.0006439,58857041.0006439,0.9,
Superman II (1981),198312,10,2,39598007.9492155,39598007.9492155,0.5,
Star Trek: The Motion Picture (1979),198312,10,3,39415813.32,39415813.32,0.2,
Jaws 2 (1978),198312,10,4,38575846.3600615,38575846.3600615,0.1,
Every Which Way But Loose (1978),198312,10,5,38448939.2564359,38448939.2564359,0.1,
Star Trek II: The Wrath of Khan (1982),198312,10,6,37590902.2959588,37590902.2959588,0.7,
Grease (1978),198312,10,7,34961838.3402462,34961838.3402462,0.1,
Superman III (1983),198312,10,8,34139585.7830583,34139585.7830583,0.9,
Jaws 3-D (1983),198312,10,9,33642026.9230769,0,1,
The Empire Strikes Back (1980),198312,10,10,33394452.6477091,33394452.6477091,0.3,
The Cannonball Run (1981),198312,10,11,33041076.6054365,33041076.6054365,0.5,
Rocky III (1982),198312,10,12,32571518.5971959,32571518.5971959,0.7,
Indiana Jones and the Temple of Doom (1984),198406,11,1,62096198.9612343,0,1,
Return of the Jedi (1983),198406,11,2,58857041.0006439,58857041.0006439,0.8,
Star Trek III: The Search for Spock (1984),198406,11,3,40862917.8173578,0,1,
Superman II (1981),198406,11,4,39598007.9492155,39598007.9492155,0.4,
Star Trek: The Motion Picture (1979),198406,11,5,39415813.32,39415813.32,0.1,
Jaws 2 (1978),198406,11,6,38575846.3600615,38575846.3600615,0,
Every Which Way But Loose (1978),198406,11,7,38448939.2564359,38448939.2564359,0,
Star Trek II: The Wrath of Khan (1982),198406,11,8,37590902.2959588,37590902.2959588,0.6,
Grease (1978),198406,11,9,34961838.3402462,34961838.3402462,0,
Superman III (1983),198406,11,10,34139585.7830583,34139585.7830583,0.8,
Jaws 3-D (1983),198406,11,11,33642026.9230769,33642026.9230769,0.9,
The Empire Strikes Back (1980),198406,11,12,33394452.6477091,33394452.6477091,0.2,
Indiana Jones and the Temple of Doom (1984),198412,12,1,62096198.9612343,62096198.9612343,0.9,
Return of the Jedi (1983),198412,12,2,58857041.0006439,58857041.0006439,0.7,
Star Trek III: The Search for Spock (1984),198412,12,3,40862917.8173578,40862917.8173578,0.9,
Superman II (1981),198412,12,4,39598007.9492155,39598007.9492155,0.3,
Star Trek: The Motion Picture (1979),198412,12,5,39415813.32,39415813.32,0,
Jaws 2 (1978),198412,12,6,38575846.3600615,38575846.3600615,0,
Every Which Way But Loose (1978),198412,12,7,38448939.2564359,38448939.2564359,0,
Star Trek II: The Wrath of Khan (1982),198412,12,8,37590902.2959588,37590902.2959588,0.5,
Beverly Hills Cop (1984),198412,12,9,36652248.9207583,0,1,
Grease (1978),198412,12,10,34961838.3402462,34961838.3402462,0,
Superman III (1983),198412,12,11,34139585.7830583,34139585.7830583,0.7,
Jaws 3-D (1983),198412,12,12,33642026.9230769,33642026.9230769,0.8,
Indiana Jones and the Temple of Doom (1984),198506,13,1,62096198.9612343,62096198.9612343,0.8,
Return of the Jedi (1983),198506,13,2,58857041.0006439,58857041.0006439,0.6,
Rambo: First Blood Part II (1985),198506,13,3,47699955.3313116,0,1,
Star Trek III: The Search for Spock (1984),198506,13,4,40862917.8173578,40862917.8173578,0.8,
Superman II (1981),198506,13,5,39598007.9492155,39598007.9492155,0.2,
Star Trek: The Motion Picture (1979),198506,13,6,39415813.32,39415813.32,0,
Jaws 2 (1978),198506,13,7,38575846.3600615,38575846.3600615,0,
Every Which Way But Loose (1978),198506,13,8,38448939.2564359,38448939.2564359,0,
Star Trek II: The Wrath of Khan (1982),198506,13,9,37590902.2959588,37590902.2959588,0.4,
Beverly Hills Cop (1984),198506,13,10,36652248.9207583,36652248.9207583,0.9,
Grease (1978),198506,13,11,34961838.3402462,34961838.3402462,0,
Superman III (1983),198506,13,12,34139585.7830583,34139585.7830583,0.6,
Indiana Jones and the Temple of Doom (1984),198512,14,1,62096198.9612343,62096198.9612343,0.7,
Return of the Jedi (1983),198512,14,2,58857041.0006439,58857041.0006439,0.5,
Rambo: First Blood Part II (1985),198512,14,3,47699955.3313116,47699955.3313116,0.9,
Rocky IV (1985),198512,14,4,46400083.5203288,0,1,
Star Trek III: The Search for Spock (1984),198512,14,5,40862917.8173578,40862917.8173578,0.7,
Superman II (1981),198512,14,6,39598007.9492155,39598007.9492155,0.1,
Star Trek: The Motion Picture (1979),198512,14,7,39415813.32,39415813.32,0,
Jaws 2 (1978),198512,14,8,38575846.3600615,38575846.3600615,0,
Every Which Way But Loose (1978),198512,14,9,38448939.2564359,38448939.2564359,0,
Star Trek II: The Wrath of Khan (1982),198512,14,10,37590902.2959588,37590902.2959588,0.3,
Beverly Hills Cop (1984),198512,14,11,36652248.9207583,36652248.9207583,0.8,
Grease (1978),198512,14,12,34961838.3402462,34961838.3402462,0,
Indiana Jones and the Temple of Doom (1984),198606,15,1,62096198.9612343,62096198.9612343,0.6,
Return of the Jedi (1983),198606,15,2,58857041.0006439,58857041.0006439,0.4,
Rambo: First Blood Part II (1985),198606,15,3,47699955.3313116,47699955.3313116,0.8,
Rocky IV (1985),198606,15,4,46400083.5203288,46400083.5203288,0.9,
Star Trek III: The Search for Spock (1984),198606,15,5,40862917.8173578,40862917.8173578,0.6,
Superman II (1981),198606,15,6,39598007.9492155,39598007.9492155,0,
Star Trek: The Motion Picture (1979),198606,15,7,39415813.32,39415813.32,0,
Jaws 2 (1978),198606,15,8,38575846.3600615,38575846.3600615,0,
Every Which Way But Loose (1978),198606,15,9,38448939.2564359,38448939.2564359,0,
Star Trek II: The Wrath of Khan (1982),198606,15,10,37590902.2959588,37590902.2959588,0.2,
Beverly Hills Cop (1984),198606,15,11,36652248.9207583,36652248.9207583,0.7,
Grease (1978),198606,15,12,34961838.3402462,34961838.3402462,0,
Indiana Jones and the Temple of Doom (1984),198612,16,1,62096198.9612343,62096198.9612343,0.5,
Return of the Jedi (1983),198612,16,2,58857041.0006439,58857041.0006439,0.3,
Rambo: First Blood Part II (1985),198612,16,3,47699955.3313116,47699955.3313116,0.7,
Rocky IV (1985),198612,16,4,46400083.5203288,46400083.5203288,0.8,
Star Trek III: The Search for Spock (1984),198612,16,5,40862917.8173578,40862917.8173578,0.5,
Superman II (1981),198612,16,6,39598007.9492155,39598007.9492155,0,
Star Trek: The Motion Picture (1979),198612,16,7,39415813.32,39415813.32,0,
Star Trek IV: The Voyage Home (1986),198612,16,8,38722906.7818051,0,1,
Jaws 2 (1978),198612,16,9,38575846.3600615,38575846.3600615,0,
Every Which Way But Loose (1978),198612,16,10,38448939.2564359,38448939.2564359,0,
Star Trek II: The Wrath of Khan (1982),198612,16,11,37590902.2959588,37590902.2959588,0.1,
Beverly Hills Cop (1984),198612,16,12,36652248.9207583,36652248.9207583,0.6,
Indiana Jones and the Temple of Doom (1984),198706,17,1,62096198.9612343,62096198.9612343,0.4,
Beverly Hills Cop II (1987),198706,17,2,58999405.7809692,0,1,
Return of the Jedi (1983),198706,17,3,58857041.0006439,58857041.0006439,0.2,
Rambo: First Blood Part II (1985),198706,17,4,47699955.3313116,47699955.3313116,0.6,
Rocky IV (1985),198706,17,5,46400083.5203288,46400083.5203288,0.7,
Star Trek III: The Search for Spock (1984),198706,17,6,40862917.8173578,40862917.8173578,0.4,
Superman II (1981),198706,17,7,39598007.9492155,39598007.9492155,0,
Star Trek: The Motion Picture (1979),198706,17,8,39415813.32,39415813.32,0,
Star Trek IV: The Voyage Home (1986),198706,17,9,38722906.7818051,38722906.7818051,0.9,
Jaws 2 (1978),198706,17,10,38575846.3600615,38575846.3600615,0,
Every Which Way But Loose (1978),198706,17,11,38448939.2564359,38448939.2564359,0,
Star Trek II: The Wrath of Khan (1982),198706,17,12,37590902.2959588,37590902.2959588,0,
Indiana Jones and the Temple of Doom (1984),198712,18,1,62096198.9612343,62096198.9612343,0.3,
Beverly Hills Cop II (1987),198712,18,2,58999405.7809692,58999405.7809692,0.9,
Return of the Jedi (1983),198712,18,3,58857041.0006439,58857041.0006439,0.1,
Rambo: First Blood Part II (1985),198712,18,4,47699955.3313116,47699955.3313116,0.5,
Rocky IV (1985),198712,18,5,46400083.5203288,46400083.5203288,0.6,
Star Trek III: The Search for Spock (1984),198712,18,6,40862917.8173578,40862917.8173578,0.3,
Superman II (1981),198712,18,7,39598007.9492155,39598007.9492155,0,
Star Trek: The Motion Picture (1979),198712,18,8,39415813.32,39415813.32,0,
Star Trek IV: The Voyage Home (1986),198712,18,9,38722906.7818051,38722906.7818051,0.8,
Jaws 2 (1978),198712,18,10,38575846.3600615,38575846.3600615,0,
Every Which Way But Loose (1978),198712,18,11,38448939.2564359,38448939.2564359,0,
Star Trek II: The Wrath of Khan (1982),198712,18,12,37590902.2959588,37590902.2959588,0,
Indiana Jones and the Temple of Doom (1984),198806,19,1,62096198.9612343,62096198.9612343,0.2,
Beverly Hills Cop II (1987),198806,19,2,58999405.7809692,58999405.7809692,0.8,
Return of the Jedi (1983),198806,19,3,58857041.0006439,58857041.0006439,0,
Rambo: First Blood Part II (1985),198806,19,4,47699955.3313116,47699955.3313116,0.4,
Rocky IV (1985),198806,19,5,46400083.5203288,46400083.5203288,0.5,
Star Trek III: The Search for Spock (1984),198806,19,6,40862917.8173578,40862917.8173578,0.2,
Superman II (1981),198806,19,7,39598007.9492155,39598007.9492155,0,
Star Trek: The Motion Picture (1979),198806,19,8,39415813.32,39415813.32,0,
Star Trek IV: The Voyage Home (1986),198806,19,9,38722906.7818051,38722906.7818051,0.7,
Jaws 2 (1978),198806,19,10,38575846.3600615,38575846.3600615,0,
Every Which Way But Loose (1978),198806,19,11,38448939.2564359,38448939.2564359,0,
Star Trek II: The Wrath of Khan (1982),198806,19,12,37590902.2959588,37590902.2959588,0,
Indiana Jones and the Temple of Doom (1984),198812,20,1,62096198.9612343,62096198.9612343,0.1,
Beverly Hills Cop II (1987),198812,20,2,58999405.7809692,58999405.7809692,0.7,
Return of the Jedi (1983),198812,20,3,58857041.0006439,58857041.0006439,0,
Rambo: First Blood Part II (1985),198812,20,4,47699955.3313116,47699955.3313116,0.3,
Rocky IV (1985),198812,20,5,46400083.5203288,46400083.5203288,0.4,
Star Trek III: The Search for Spock (1984),198812,20,6,40862917.8173578,40862917.8173578,0.1,
Superman II (1981),198812,20,7,39598007.9492155,39598007.9492155,0,
Star Trek: The Motion Picture (1979),198812,20,8,39415813.32,39415813.32,0,
Star Trek IV: The Voyage Home (1986),198812,20,9,38722906.7818051,38722906.7818051,0.6,
Jaws 2 (1978),198812,20,10,38575846.3600615,38575846.3600615,0,
Every Which Way But Loose (1978),198812,20,11,38448939.2564359,38448939.2564359,0,
Star Trek II: The Wrath of Khan (1982),198812,20,12,37590902.2959588,37590902.2959588,0,
Batman (1989),198906,21,1,82920128.6575987,0,1,
Indiana Jones and the Temple of Doom (1984),198906,21,2,62096198.9612343,62096198.9612343,0,
Ghostbusters II (1989),198906,21,3,60358396.9726994,0,1,
Indiana Jones and the Last Crusade (1989),198906,21,4,60117001.4271394,0,1,
Beverly Hills Cop II (1987),198906,21,5,58999405.7809692,58999405.7809692,0.6,
Return of the Jedi (1983),198906,21,6,58857041.0006439,58857041.0006439,0,
Rambo: First Blood Part II (1985),198906,21,7,47699955.3313116,47699955.3313116,0.2,
Rocky IV (1985),198906,21,8,46400083.5203288,46400083.5203288,0.3,
Star Trek III: The Search for Spock (1984),198906,21,9,40862917.8173578,40862917.8173578,0,
Superman II (1981),198906,21,10,39598007.9492155,39598007.9492155,0,
Star Trek: The Motion Picture (1979),198906,21,11,39415813.32,39415813.32,0,
Star Trek IV: The Voyage Home (1986),198906,21,12,38722906.7818051,38722906.7818051,0.5,
Batman (1989),198912,22,1,82920128.6575987,82920128.6575987,0.9,
Indiana Jones and the Temple of Doom (1984),198912,22,2,62096198.9612343,62096198.9612343,0,
Ghostbusters II (1989),198912,22,3,60358396.9726994,60358396.9726994,0.9,
Indiana Jones and the Last Crusade (1989),198912,22,4,60117001.4271394,60117001.4271394,0.9,
Beverly Hills Cop II (1987),198912,22,5,58999405.7809692,58999405.7809692,0.5,
Return of the Jedi (1983),198912,22,6,58857041.0006439,58857041.0006439,0,
Back to the Future Part II (1989),198912,22,7,56011412.1021378,0,1,
Rambo: First Blood Part II (1985),198912,22,8,47699955.3313116,47699955.3313116,0.1,
Rocky IV (1985),198912,22,9,46400083.5203288,46400083.5203288,0.2,
Lethal Weapon 2 (1989),198912,22,10,41027495.9809976,0,1,
Star Trek III: The Search for Spock (1984),198912,22,11,40862917.8173578,40862917.8173578,0,
Superman II (1981),198912,22,12,39598007.9492155,39598007.9492155,0,
Batman (1989),199006,23,1,82920128.6575987,82920128.6575987,0.8,
Indiana Jones and the Temple of Doom (1984),199006,23,2,62096198.9612343,62096198.9612343,0,
Ghostbusters II (1989),199006,23,3,60358396.9726994,60358396.9726994,0.8,
Indiana Jones and the Last Crusade (1989),199006,23,4,60117001.4271394,60117001.4271394,0.8,
Beverly Hills Cop II (1987),199006,23,5,58999405.7809692,58999405.7809692,0.4,
Return of the Jedi (1983),199006,23,6,58857041.0006439,58857041.0006439,0,
Back to the Future Part II (1989),199006,23,7,56011412.1021378,56011412.1021378,0.9,
Total Recall (1990),199006,23,8,49956418.6882217,0,1,
Teenage Mutant Ninja Turtles (1990),199006,23,9,49691641.0801848,0,1,
Rambo: First Blood Part II (1985),199006,23,10,47699955.3313116,47699955.3313116,0,
Rocky IV (1985),199006,23,11,46400083.5203288,46400083.5203288,0.1,
Dick Tracy (1990),199006,23,12,44106927.5814319,0,1,
Batman (1989),199012,24,1,82920128.6575987,82920128.6575987,0.7,
Indiana Jones and the Temple of Doom (1984),199012,24,2,62096198.9612343,62096198.9612343,0,
Ghostbusters II (1989),199012,24,3,60358396.9726994,60358396.9726994,0.7,
Indiana Jones and the Last Crusade (1989),199012,24,4,60117001.4271394,60117001.4271394,0.7,
Beverly Hills Cop II (1987),199012,24,5,58999405.7809692,58999405.7809692,0.3,
Return of the Jedi (1983),199012,24,6,58857041.0006439,58857041.0006439,0,
Back to the Future Part II (1989),199012,24,7,56011412.1021378,56011412.1021378,0.8,
Total Recall (1990),199012,24,8,49956418.6882217,49956418.6882217,0.9,
Teenage Mutant Ninja Turtles (1990),199012,24,9,49691641.0801848,49691641.0801848,0.9,
Rambo: First Blood Part II (1985),199012,24,10,47699955.3313116,47699955.3313116,0,
Rocky IV (1985),199012,24,11,46400083.5203288,46400083.5203288,0,
Dick Tracy (1990),199012,24,12,44106927.5814319,44106927.5814319,0.9,
Batman (1989),199106,25,1,82920128.6575987,82920128.6575987,0.6,
Indiana Jones and the Temple of Doom (1984),199106,25,2,62096198.9612343,62096198.9612343,0,
Ghostbusters II (1989),199106,25,3,60358396.9726994,60358396.9726994,0.6,
Indiana Jones and the Last Crusade (1989),199106,25,4,60117001.4271394,60117001.4271394,0.6,
Beverly Hills Cop II (1987),199106,25,5,58999405.7809692,58999405.7809692,0.2,
Return of the Jedi (1983),199106,25,6,58857041.0006439,58857041.0006439,0,
Back to the Future Part II (1989),199106,25,7,56011412.1021378,56011412.1021378,0.7,
Total Recall (1990),199106,25,8,49956418.6882217,49956418.6882217,0.8,
Teenage Mutant Ninja Turtles (1990),199106,25,9,49691641.0801848,49691641.0801848,0.8,
Robin Hood: Prince of Thieves (1991),199106,25,10,47887466.8904118,0,1,
Rambo: First Blood Part II (1985),199106,25,11,47699955.3313116,47699955.3313116,0,
Rocky IV (1985),199106,25,12,46400083.5203288,46400083.5203288,0,
Batman (1989),199112,26,1,82920128.6575987,82920128.6575987,0.5,
Indiana Jones and the Temple of Doom (1984),199112,26,2,62096198.9612343,62096198.9612343,0,
Ghostbusters II (1989),199112,26,3,60358396.9726994,60358396.9726994,0.5,
Indiana Jones and the Last Crusade (1989),199112,26,4,60117001.4271394,60117001.4271394,0.5,
Beverly Hills Cop II (1987),199112,26,5,58999405.7809692,58999405.7809692,0.1,
Return of the Jedi (1983),199112,26,6,58857041.0006439,58857041.0006439,0,
Terminator 2: Judgment Day (1991),199112,26,7,58416351.8009262,0,1,
Back to the Future Part II (1989),199112,26,8,56011412.1021378,56011412.1021378,0.6,
Total Recall (1990),199112,26,9,49956418.6882217,49956418.6882217,0.7,
Teenage Mutant Ninja Turtles (1990),199112,26,10,49691641.0801848,49691641.0801848,0.7,
Robin Hood: Prince of Thieves (1991),199112,26,11,47887466.8904118,47887466.8904118,0.9,
Rambo: First Blood Part II (1985),199112,26,12,47699955.3313116,47699955.3313116,0,
Batman (1989),199206,27,1,82920128.6575987,82920128.6575987,0.4,
Batman Returns (1992),199206,27,2,82879660.0658672,0,1,
Indiana Jones and the Temple of Doom (1984),199206,27,3,62096198.9612343,62096198.9612343,0,
Ghostbusters II (1989),199206,27,4,60358396.9726994,60358396.9726994,0.4,
Lethal Weapon 3 (1992),199206,27,5,60304524.0594433,0,1,
Indiana Jones and the Last Crusade (1989),199206,27,6,60117001.4271394,60117001.4271394,0.4,
Beverly Hills Cop II (1987),199206,27,7,58999405.7809692,58999405.7809692,0,
Return of the Jedi (1983),199206,27,8,58857041.0006439,58857041.0006439,0,
Terminator 2: Judgment Day (1991),199206,27,9,58416351.8009262,58416351.8009262,0.9,
Back to the Future Part II (1989),199206,27,10,56011412.1021378,56011412.1021378,0.5,
Total Recall (1990),199206,27,11,49956418.6882217,49956418.6882217,0.6,
Teenage Mutant Ninja Turtles (1990),199206,27,12,49691641.0801848,49691641.0801848,0.6,
Batman (1989),199212,28,1,82920128.6575987,82920128.6575987,0.3,
Batman Returns (1992),199212,28,2,82879660.0658672,82879660.0658672,0.9,
Indiana Jones and the Temple of Doom (1984),199212,28,3,62096198.9612343,62096198.9612343,0,
Ghostbusters II (1989),199212,28,4,60358396.9726994,60358396.9726994,0.3,
Lethal Weapon 3 (1992),199212,28,5,60304524.0594433,60304524.0594433,0.9,
Indiana Jones and the Last Crusade (1989),199212,28,6,60117001.4271394,60117001.4271394,0.3,
Beverly Hills Cop II (1987),199212,28,7,58999405.7809692,58999405.7809692,0,
Return of the Jedi (1983),199212,28,8,58857041.0006439,58857041.0006439,0,
Terminator 2: Judgment Day (1991),199212,28,9,58416351.8009262,58416351.8009262,0.8,
Back to the Future Part II (1989),199212,28,10,56011412.1021378,56011412.1021378,0.4,
Home Alone 2: Lost in New York (1992),199212,28,11,55592655.000253,0,1,
Bram Stoker's Dracula (1992),199212,28,12,54511761.5916514,0,1,
Batman (1989),199306,29,1,82920128.6575987,82920128.6575987,0.2,
Batman Returns (1992),199306,29,2,82879660.0658672,82879660.0658672,0.8,
Jurassic Park (1993),199306,29,3,82825878.6039085,0,1,
Indiana Jones and the Temple of Doom (1984),199306,29,4,62096198.9612343,62096198.9612343,0,
